threshold,coverage,resolution_rate,automation_precision,silent_failure_rate,deferral_rate,cost_per_contact,saving_per_contact,value_per_period
0.29,0.8034545454545454,0.7329090909090908,0.9121973297126046,0.034,0.19654545454545458,2.5690909090909098,3.4309090909090902,343090.909090909
0.295,0.801090909090909,0.7318181818181818,0.9135270086246029,0.03309090909090909,0.19890909090909104,2.5603636363636353,3.4396363636363647,343963.63636363647
0.3,0.7994545454545454,0.7312727272727272,0.9147145781214464,0.03272727272727273,0.20054545454545458,2.5505454545454556,3.4494545454545444,344945.4545454545
0.305,0.7978181818181818,0.7309090909090908,0.9161349134001823,0.031818181818181815,0.20218181818181824,2.537454545454546,3.462545454545454,346254.5454545454
0.31,0.7974545454545455,0.7309090909090908,0.9165526675786592,0.031636363636363636,0.20254545454545447,2.5330909090909115,3.4669090909090885,346690.9090909088
0.315,0.7943636363636363,0.7292727272727272,0.9180590524147402,0.030909090909090914,0.20563636363636373,2.5254545454545463,3.4745454545454537,347454.54545454535
0.32,0.7932727272727272,0.7289090909090908,0.918863167545267,0.03072727272727273,0.20672727272727276,2.5189090909090917,3.4810909090909083,348109.0909090908
0.325,0.7919999999999999,0.7281818181818182,0.9194214876033059,0.03072727272727273,0.20800000000000007,2.5167272727272723,3.4832727272727277,348327.27272727276
0.33,0.7898181818181818,0.7270909090909091,0.9205801104972376,0.030000000000000002,0.21018181818181825,2.5101818181818167,3.4898181818181833,348981.81818181835
0.335,0.7883636363636364,0.7261818181818182,0.9211254612546125,0.029454545454545455,0.21163636363636362,2.5090909090909097,3.4909090909090903,349090.909090909
0.34,0.7872727272727271,0.7254545454545455,0.9214780600461896,0.029454545454545455,0.21272727272727288,2.509090909090907,3.490909090909093,349090.9090909093
0.345,0.7852727272727271,0.7241818181818181,0.9222042139384118,0.02872727272727273,0.21472727272727288,2.5079999999999987,3.4920000000000013,349200.0000000001
0.35,0.784,0.7238181818181818,0.9232374768089053,0.028181818181818183,0.21599999999999997,2.4992727272727278,3.5007272727272722,350072.72727272724
0.355,0.7829090909090909,0.7232727272727272,0.9238272178355782,0.027636363636363636,0.2170909090909091,2.4960000000000013,3.5039999999999987,350399.9999999999
0.36,0.782,0.7223636363636363,0.9237386654266448,0.027636363636363636,0.21799999999999997,2.5014545454545467,3.4985454545454533,349854.54545454535
0.365,0.7803636363636363,0.7214545454545453,0.9245107176141659,0.02727272727272727,0.21963636363636374,2.498181818181819,3.501818181818181,350181.8181818181
0.37,0.7790909090909091,0.7209090909090908,0.925320886814469,0.026909090909090907,0.22090909090909094,2.4927272727272736,3.5072727272727264,350727.27272727265
0.375,0.7772727272727272,0.7198181818181818,0.9260818713450293,0.026727272727272728,0.22272727272727277,2.4905454545454546,3.5094545454545454,350945.45454545453
0.38,0.7761818181818181,0.7192727272727272,0.9266807214804403,0.026363636363636363,0.22381818181818192,2.4872727272727277,3.5127272727272723,351272.72727272724
0.385,0.7745454545454544,0.7183636363636363,0.9274647887323945,0.02618181818181818,0.22545454545454557,2.4839999999999995,3.5160000000000005,351600.00000000006
0.39,0.7729090909090909,0.7174545454545455,0.928252175958598,0.025818181818181817,0.22709090909090912,2.4807272727272727,3.5192727272727273,351927.2727272727
0.395,0.772,0.7169090909090908,0.928638718794159,0.025636363636363634,0.22799999999999998,2.479636363636365,3.520363636363635,352036.3636363635
0.4,0.7707272727272726,0.7163636363636363,0.9294644963434773,0.025090909090909094,0.2292727272727274,2.474181818181817,3.525818181818183,352581.8181818183
0.405,0.7678181818181818,0.7147272727272727,0.9308548425290077,0.024545454545454547,0.23218181818181816,2.468727272727274,3.531272727272726,353127.2727272726
0.41,0.7669090909090909,0.7141818181818181,0.9312470365101944,0.024545454545454547,0.23309090909090913,2.4676363636363643,3.5323636363636357,353236.3636363636
0.415,0.765090909090909,0.7132727272727272,0.9322718631178707,0.024181818181818183,0.23490909090909096,2.4621818181818194,3.5378181818181806,353781.81818181806
0.42,0.7632727272727273,0.7121818181818181,0.9330633635064315,0.02363636363636364,0.23672727272727268,2.4600000000000013,3.5399999999999987,353999.9999999999
0.425,0.7609090909090908,0.7105454545454545,0.9338112305854243,0.023272727272727275,0.23909090909090924,2.4610909090909083,3.5389090909090917,353890.9090909092
0.43,0.7592727272727272,0.7098181818181818,0.9348659003831418,0.022545454545454546,0.2407272727272728,2.454545454545454,3.545454545454546,354545.4545454546
0.435,0.7583636363636364,0.7092727272727273,0.9352673219851355,0.022363636363636363,0.24163636363636365,2.4534545454545453,3.5465454545454547,354654.54545454547
0.44,0.7547272727272727,0.708,0.9380872079017104,0.021272727272727273,0.2452727272727273,2.432727272727273,3.567272727272727,356727.2727272727
0.445,0.7529090909090909,0.7069090909090908,0.9389036464622071,0.021272727272727273,0.24709090909090914,2.4305454545454555,3.5694545454545445,356945.4545454545
0.45,0.7518181818181817,0.7067272727272726,0.9400241837968561,0.021090909090909094,0.24818181818181828,2.420727272727273,3.579272727272727,357927.2727272727
0.455,0.7503636363636363,0.7058181818181818,0.9406348437121396,0.02072727272727273,0.24963636363636366,2.419636363636364,3.580363636363636,358036.36363636365
0.46,0.749090909090909,0.7054545454545454,0.941747572815534,0.020363636363636365,0.25090909090909097,2.4109090909090902,3.5890909090909098,358909.090909091
0.465,0.747090909090909,0.7043636363636363,0.9428084692139207,0.019818181818181818,0.25290909090909097,2.406545454545455,3.593454545454545,359345.45454545453
0.47,0.7452727272727272,0.7034545454545453,0.9438887533544766,0.01927272727272727,0.2547272727272728,2.4010909090909105,3.5989090909090895,359890.90909090894
0.475,0.7430909090909089,0.702,0.9447027159285541,0.019090909090909092,0.2569090909090911,2.401090909090908,3.598909090909092,359890.90909090923
0.48,0.7412727272727272,0.7007272727272726,0.9453029188128526,0.01890909090909091,0.2587272727272728,2.402181818181819,3.597818181818181,359781.8181818181
0.485,0.7389090909090908,0.6996363636363636,0.9468503937007875,0.018545454545454546,0.26109090909090915,2.3934545454545453,3.6065454545454547,360654.54545454547
0.49,0.7374545454545454,0.6989090909090908,0.9477317554240631,0.018181818181818184,0.26254545454545464,2.3890909090909096,3.6109090909090904,361090.90909090906
0.495,0.736,0.6978181818181818,0.9481225296442688,0.01781818181818182,0.264,2.3912727272727277,3.6087272727272723,360872.72727272724
0.5,0.7338181818181818,0.6967272727272726,0.9494549058473736,0.017454545454545455,0.2661818181818182,2.3847272727272744,3.6152727272727256,361527.2727272726
0.505,0.731090909090909,0.6947272727272727,0.9502611290723701,0.017272727272727273,0.268909090909091,2.3879999999999986,3.6120000000000014,361200.0000000001
0.51,0.7298181818181817,0.6936363636363636,0.9504235176880917,0.017272727272727273,0.2701818181818183,2.3923636363636356,3.6076363636363644,360763.63636363647
0.515,0.7285454545454544,0.6925454545454545,0.9505864736710757,0.01709090909090909,0.2714545454545456,2.396727272727272,3.603272727272728,360327.27272727276
0.52,0.7272727272727272,0.6914545454545454,0.9507500000000001,0.01709090909090909,0.2727272727272728,2.4010909090909083,3.5989090909090917,359890.9090909092
0.525,0.7256363636363635,0.6903636363636363,0.9513906289150589,0.01690909090909091,0.2743636363636365,2.401090909090909,3.598909090909091,359890.90909090906
0.53,0.7238181818181817,0.6889090909090908,0.9517709118311982,0.016727272727272726,0.2761818181818183,2.4054545454545457,3.5945454545454543,359454.5454545454
0.535,0.7221818181818181,0.6876363636363636,0.9521651560926485,0.016727272727272726,0.27781818181818185,2.408727272727273,3.591272727272727,359127.2727272727
0.54,0.7209090909090909,0.6869090909090909,0.9528373266078184,0.016363636363636365,0.27909090909090906,2.406545454545455,3.593454545454545,359345.45454545453
0.545,0.7185454545454545,0.6847272727272727,0.9529352226720649,0.016363636363636365,0.2814545454545455,2.4174545454545444,3.5825454545454556,358254.5454545456
0.55,0.7159999999999999,0.6825454545454545,0.9532757745048248,0.016181818181818183,0.28400000000000014,2.426181818181818,3.573818181818182,357381.8181818182
0.555,0.7132727272727273,0.6803636363636364,0.9538618404282437,0.016,0.2867272727272727,2.432727272727272,3.567272727272728,356727.27272727276
0.56,0.712,0.6794545454545454,0.9542900919305414,0.015818181818181818,0.28800000000000003,2.433818181818182,3.566181818181818,356618.1818181818
0.565,0.7087272727272727,0.6772727272727271,0.9556182657773216,0.015090909090909092,0.29127272727272735,2.433818181818183,3.566181818181817,356618.1818181817
0.57,0.7058181818181818,0.6750909090909091,0.9564657393096342,0.014363636363636365,0.2941818181818182,2.438181818181818,3.561818181818182,356181.8181818182
0.575,0.7025454545454545,0.6729090909090908,0.957815734989648,0.013818181818181818,0.2974545454545455,2.4381818181818193,3.5618181818181807,356181.81818181806
0.58,0.701090909090909,0.6721818181818182,0.9587655601659753,0.013818181818181818,0.298909090909091,2.43381818181818,3.56618181818182,356618.181818182
0.585,0.6994545454545454,0.671090909090909,0.9594489212373276,0.013454545454545453,0.30054545454545456,2.433818181818184,3.566181818181816,356618.1818181816
0.59,0.6974545454545454,0.6692727272727271,0.9595933263816474,0.013272727272727273,0.30254545454545456,2.442545454545457,3.557454545454543,355745.4545454543
0.595,0.6949090909090908,0.6674545454545454,0.9604918890633177,0.012909090909090908,0.3050909090909092,2.444727272727272,3.555272727272728,355527.27272727276
0.6,0.6936363636363636,0.6669090909090909,0.9614678899082569,0.012545454545454547,0.3063636363636364,2.4392727272727273,3.5607272727272727,356072.7272727273
0.605,0.6916363636363636,0.6659999999999999,0.9629337539432176,0.012,0.3083636363636364,2.4316363636363647,3.5683636363636353,356836.36363636353
0.61,0.6892727272727273,0.6641818181818182,0.9635979952519125,0.011636363636363637,0.31072727272727274,2.4359999999999995,3.5640000000000005,356400.00000000006
0.615,0.6878181818181818,0.6636363636363636,0.964842717420037,0.011272727272727273,0.3121818181818182,2.428363636363637,3.571636363636363,357163.6363636363
0.62,0.6858181818181817,0.6621818181818181,0.9655355249204667,0.01109090909090909,0.31418181818181834,2.430545454545454,3.569454545454546,356945.4545454546
0.625,0.6838181818181817,0.6601818181818181,0.9654347248072322,0.01109090909090909,0.31618181818181834,2.442545454545454,3.557454545454546,355745.4545454546
0.63,0.6814545454545453,0.6583636363636363,0.9661152614727856,0.010545454545454547,0.3185454545454547,2.446909090909091,3.553090909090909,355309.0909090909
0.635,0.6801818181818181,0.6574545454545454,0.9665864742047581,0.010363636363636365,0.3198181818181819,2.448,3.552,355200.0
0.64,0.6781818181818181,0.656,0.9672922252010725,0.01,0.3218181818181819,2.4501818181818167,3.5498181818181833,354981.81818181835
0.645,0.6761818181818181,0.6541818181818182,0.9674643721430494,0.01,0.3238181818181819,2.45890909090909,3.54109090909091,354109.090909091
0.65,0.6745454545454544,0.6527272727272727,0.9676549865229112,0.01,0.32545454545454555,2.4654545454545445,3.5345454545454555,353454.5454545455
0.655,0.6727272727272727,0.6512727272727272,0.968108108108108,0.01,0.32727272727272727,2.469818181818183,3.530181818181817,353018.1818181817
0.66,0.6703636363636364,0.649090909090909,0.9682668836452399,0.009818181818181818,0.3296363636363636,2.4807272727272736,3.5192727272727264,351927.27272727265
0.665,0.6685454545454546,0.6478181818181817,0.9689964645091106,0.009818181818181818,0.33145454545454545,2.4818181818181833,3.5181818181818167,351818.18181818165
0.67,0.6663636363636364,0.6459999999999999,0.9694406548431104,0.009454545454545455,0.3336363636363636,2.4883636363636383,3.5116363636363617,351163.6363636362
0.675,0.6636363636363637,0.6432727272727272,0.9693150684931505,0.009454545454545455,0.3363636363636363,2.504727272727274,3.495272727272726,349527.2727272726
0.68,0.6619999999999999,0.6421818181818181,0.9700631694589398,0.00890909090909091,0.3380000000000001,2.5047272727272736,3.4952727272727264,349527.27272727265
0.685,0.659090909090909,0.6394545454545454,0.9702068965517242,0.00890909090909091,0.34090909090909105,2.5189090909090903,3.4810909090909097,348109.09090909094
0.69,0.6570909090909091,0.638,0.9709463198671833,0.00890909090909091,0.34290909090909094,2.5210909090909084,3.4789090909090916,347890.9090909092
0.695,0.6556363636363636,0.6369090909090909,0.9714364947310039,0.008727272727272728,0.3443636363636364,2.5232727272727273,3.4767272727272727,347672.7272727273
0.7,0.6527272727272727,0.6349090909090909,0.9727019498607242,0.008363636363636363,0.3472727272727273,2.524363636363637,3.475636363636363,347563.6363636363
0.705,0.65,0.6323636363636362,0.9728671328671327,0.008363636363636363,0.35,2.5374545454545476,3.4625454545454524,346254.54545454524
0.71,0.6478181818181817,0.6305454545454545,0.9733370754981758,0.008181818181818182,0.35218181818181826,2.5439999999999996,3.4560000000000004,345600.00000000006
0.715,0.6452727272727272,0.6283636363636363,0.9737954353338969,0.007818181818181818,0.3547272727272728,2.5527272727272723,3.4472727272727277,344727.27272727276
0.72,0.6438181818181817,0.627090909090909,0.9740186388025982,0.007818181818181818,0.35618181818181827,2.5581818181818186,3.4418181818181814,344181.8181818181
0.725,0.6403636363636364,0.6241818181818181,0.9747302668938101,0.007636363636363637,0.35963636363636364,2.569090909090911,3.430909090909089,343090.9090909089
0.73,0.6396363636363637,0.6234545454545454,0.974701534963047,0.007636363636363637,0.36036363636363633,2.573454545454547,3.426545454545453,342654.5454545453
0.735,0.6367272727272727,0.6205454545454545,0.9745859508852085,0.007636363636363637,0.3632727272727273,2.5909090909090913,3.4090909090909087,340909.0909090909
0.74,0.6341818181818182,0.6185454545454545,0.9753440366972477,0.007272727272727273,0.3658181818181818,2.596363636363637,3.403636363636363,340363.6363636363
0.745,0.6319999999999999,0.6169090909090909,0.9761219792865363,0.007090909090909091,0.3680000000000001,2.5996363636363635,3.4003636363636365,340036.36363636365
0.75,0.627090909090909,0.6127272727272727,0.9770948100898811,0.006545454545454545,0.37290909090909097,2.6160000000000005,3.3839999999999995,338399.99999999994
0.755,0.6254545454545454,0.6110909090909091,0.9770348837209304,0.006545454545454545,0.3745454545454546,2.6258181818181803,3.3741818181818197,337418.181818182
0.76,0.6227272727272727,0.6085454545454545,0.9772262773722628,0.006363636363636365,0.3772727272727273,2.638909090909091,3.361090909090909,336109.09090909094
0.765,0.6205454545454545,0.6067272727272727,0.9777322004101963,0.006,0.3794545454545455,2.645454545454546,3.354545454545454,335454.5454545454
0.77,0.6174545454545454,0.6038181818181818,0.9779151943462899,0.006,0.38254545454545463,2.660727272727272,3.339272727272728,333927.2727272728
0.775,0.6152727272727273,0.6018181818181817,0.9781323877068555,0.005818181818181819,0.3847272727272727,2.6705454545454574,3.3294545454545426,332945.45454545424
0.78,0.6114545454545455,0.5981818181818181,0.9782931906036276,0.005818181818181819,0.3885454545454545,2.690181818181819,3.309818181818181,330981.81818181806
0.785,0.608909090909091,0.5956363636363636,0.9782024484920872,0.005818181818181819,0.39109090909090904,2.7054545454545464,3.2945454545454536,329454.54545454535
0.79,0.6063636363636363,0.5934545454545455,0.9787106446776612,0.005636363636363636,0.3936363636363637,2.714181818181818,3.285818181818182,328581.81818181823
0.795,0.6032727272727273,0.5907272727272727,0.9792043399638335,0.005454545454545454,0.3967272727272727,2.72618181818182,3.27381818181818,327381.818181818
0.8,0.5998181818181818,0.5876363636363636,0.9796908153986056,0.005454545454545454,0.4001818181818182,2.7403636363636363,3.2596363636363637,325963.63636363635
0.805,0.5963636363636363,0.5841818181818181,0.9795731707317074,0.005454545454545454,0.4036363636363637,2.761090909090909,3.238909090909091,323890.9090909091
0.81,0.5929090909090908,0.5809090909090908,0.9797608095676172,0.005454545454545454,0.40709090909090917,2.7785454545454553,3.2214545454545447,322145.4545454545
0.815,0.5883636363636364,0.5769090909090909,0.98053152039555,0.0052727272727272735,0.4116363636363636,2.7960000000000003,3.2039999999999997,320400.0
0.82,0.5796363636363636,0.5687272727272727,0.9811794228356336,0.0052727272727272735,0.4203636363636364,2.8385454545454536,3.1614545454545464,316145.45454545465
0.825,0.5756363636363637,0.5650909090909091,0.9816803537586859,0.005090909090909091,0.4243636363636363,2.856000000000001,3.143999999999999,314399.9999999999
0.83,0.5718181818181818,0.5614545454545454,0.9818759936406996,0.004909090909090909,0.4281818181818182,2.8756363636363638,3.1243636363636362,312436.36363636365
0.835,0.567090909090909,0.5570909090909091,0.9823661429945497,0.0047272727272727275,0.432909090909091,2.8974545454545444,3.1025454545454556,310254.5454545456
0.84,0.563090909090909,0.5532727272727271,0.9825637713916693,0.004545454545454546,0.436909090909091,2.9181818181818193,3.0818181818181807,308181.81818181806
0.845,0.5589090909090909,0.5492727272727272,0.9827586206896551,0.004363636363636364,0.4410909090909091,2.9400000000000004,3.0599999999999996,305999.99999999994
0.85,0.5545454545454545,0.5454545454545454,0.9836065573770493,0.0041818181818181815,0.44545454545454555,2.956363636363636,3.043636363636364,304363.6363636364
0.855,0.5496363636363636,0.5409090909090909,0.9841217333774397,0.0041818181818181815,0.4503636363636364,2.9792727272727273,3.0207272727272727,302072.7272727273
0.86,0.5436363636363636,0.5356363636363636,0.9852842809364548,0.004,0.4563636363636364,3.0021818181818185,2.9978181818181815,299781.8181818182
0.865,0.5376363636363636,0.5301818181818182,0.9861345958741969,0.0036363636363636364,0.4623636363636364,3.0283636363636357,2.9716363636363643,297163.6363636364
0.87,0.5336363636363637,0.5265454545454545,0.9867120954003407,0.0034545454545454545,0.4663636363636363,3.0458181818181824,2.9541818181818176,295418.18181818177
0.875,0.5256363636363637,0.5185454545454545,0.9865098581805603,0.0034545454545454545,0.4743636363636363,3.0938181818181825,2.9061818181818175,290618.18181818177
0.88,0.5196363636363637,0.5127272727272727,0.9867039888033589,0.0034545454545454545,0.4803636363636363,3.1265454545454556,2.8734545454545444,287345.4545454544
0.885,0.5136363636363636,0.5067272727272727,0.9865486725663718,0.0034545454545454545,0.48636363636363644,3.1625454545454543,2.8374545454545457,283745.4545454546
0.89,0.5069090909090909,0.5,0.9863701578192253,0.0034545454545454545,0.49309090909090914,3.20290909090909,2.79709090909091,279709.090909091
0.895,0.501090909090909,0.49436363636363634,0.9865747460087083,0.0032727272727272726,0.49890909090909097,3.2345454545454544,2.7654545454545456,276545.4545454546
0.9,0.4943636363636363,0.48781818181818176,0.9867598381757999,0.0032727272727272726,0.5056363636363637,3.2716363636363632,2.7283636363636368,272836.3636363637
0.905,0.48527272727272724,0.4787272727272727,0.9865118021730986,0.0032727272727272726,0.5147272727272727,3.3261818181818175,2.6738181818181825,267381.81818181823
0.91,0.47545454545454546,0.4692727272727273,0.9869980879541109,0.0029090909090909093,0.5245454545454545,3.3785454545454545,2.6214545454545455,262145.45454545453
0.915,0.4638181818181818,0.4578181818181818,0.9870638965111721,0.0029090909090909093,0.5361818181818182,3.445090909090909,2.554909090909091,255490.9090909091
0.92,0.4541818181818182,0.44836363636363635,0.9871897518014411,0.0029090909090909093,0.5458181818181818,3.4996363636363634,2.5003636363636366,250036.36363636365
0.925,0.44472727272727275,0.4392727272727272,0.9877350776778412,0.002727272727272727,0.5552727272727273,3.549818181818183,2.450181818181817,245018.1818181817
0.93,0.4314545454545454,0.4265454545454545,0.988621997471555,0.0023636363636363638,0.5685454545454546,3.6196363636363644,2.3803636363636356,238036.36363636356
0.935,0.42199999999999993,0.41727272727272724,0.988797931925894,0.0023636363636363638,0.5780000000000001,3.673090909090909,2.326909090909091,232690.90909090912
0.94,0.4074545454545454,0.4029090909090909,0.9888442659526997,0.0023636363636363638,0.5925454545454546,3.757090909090909,2.242909090909091,224290.9090909091
0.945,0.3958181818181818,0.39145454545454544,0.98897565457051,0.002181818181818182,0.6041818181818182,3.8236363636363633,2.1763636363636367,217636.36363636368
